unidade;ano;mes;tipo_procedimento;qtde_procedimento
MOV;2023,0;8,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;30,0
MOV;2023,0;8,0;PARTO NORMAL;183,0
MOV;2023,0;8,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;4,0
MOV;2023,0;8,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2023,0;8,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;2,0
MOV;2023,0;9,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2023,0;9,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;3,0
MOV;2023,0;9,0;DILATACAO DE COLO DO UTERO;1,0
MOV;2023,0;9,0;EXCISÃO TIPO 3 DO COLO UTERINO;4,0
MOV;2023,0;9,0;HISTERECTOMIA TOTAL;8,0
MOV;2023,0;9,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;18,0
MOV;2023,0;9,0;LAQUEADURA TUBARIA;8,0
MOV;2023,0;9,0;MIOMECTOMIA;1,0
MOV;2023,0;9,0;OPERAÇÃO CESARIANA;55,0
MOV;2023,0;9,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
MOV;2023,0;9,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;40,0
MOV;2023,0;9,0;PARTO NORMAL;149,0
MOV;2023,0;9,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;9,0
MOV;2023,0;9,0;SALPINGOPLASTIA;1,0
MOV;2023,0;10,0;CERCLAGEM DE COLO DO UTERO;1,0
MOV;2023,0;10,0;COLPOCLEISE (CIRURGIA DE LE FORT);2,0
MOV;2023,0;10,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;3,0
MOV;2023,0;10,0;DILATACAO DE COLO DO UTERO;1,0
MOV;2023,0;10,0;EXCISÃO TIPO 3 DO COLO UTERINO;5,0
MOV;2023,0;10,0;HISTERECTOMIA (POR VIA VAGINAL);6,0
MOV;2023,0;10,0;HISTERECTOMIA TOTAL;5,0
MOV;2023,0;10,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;31,0
MOV;2023,0;10,0;LAQUEADURA TUBARIA;11,0
MOV;2023,0;10,0;OPERAÇÃO CESARIANA;45,0
MOV;2023,0;10,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
MOV;2023,0;10,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;29,0
MOV;2023,0;10,0;PARTO NORMAL;166,0
MOV;2023,0;10,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;9,0
MOV;2023,0;10,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2023,0;10,0;SALPINGOPLASTIA;1,0
MOV;2023,0;11,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
MOV;2023,0;11,0;COLPOTOMIA;1,0
MOV;2023,0;11,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2023,0;11,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;3,0
MOV;2023,0;11,0;EXCISÃO TIPO 3 DO COLO UTERINO;6,0
MOV;2023,0;11,0;HISTERECTOMIA (POR VIA VAGINAL);2,0
MOV;2023,0;11,0;HISTERECTOMIA TOTAL;9,0
MOV;2023,0;11,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;12,0
MOV;2023,0;11,0;LAQUEADURA TUBARIA;13,0
MOV;2023,0;11,0;OPERAÇÃO CESARIANA;56,0
MOV;2023,0;11,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;14,0
MOV;2023,0;11,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;33,0
MOV;2023,0;11,0;PARTO NORMAL;161,0
MOV;2023,0;11,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;11,0
MOV;2023,0;11,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2023,0;11,0;SALPINGOPLASTIA;6,0
MOV;2023,0;12,0;COLPOCLEISE (CIRURGIA DE LE FORT);2,0
MOV;2023,0;12,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2023,0;12,0;EXCISÃO TIPO 3 DO COLO UTERINO;4,0
MOV;2023,0;12,0;EXERESE DE GLÂNDULA DE BARTHOLIN / SKENE;1,0
MOV;2023,0;12,0;HISTERECTOMIA (POR VIA VAGINAL);6,0
MOV;2023,0;12,0;HISTERECTOMIA TOTAL;4,0
MOV;2023,0;12,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;30,0
MOV;2023,0;12,0;LAQUEADURA TUBARIA;21,0
MOV;2023,0;12,0;MIOMECTOMIA;2,0
MOV;2023,0;12,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2023,0;12,0;OPERAÇÃO CESARIANA;41,0
MOV;2023,0;12,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
MOV;2023,0;12,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;35,0
MOV;2023,0;12,0;OPERACAO DE BURCH;1,0
MOV;2023,0;12,0;PARTO NORMAL;161,0
MOV;2023,0;12,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;12,0
MOV;2023,0;12,0;SALPINGECTOMIA UNI / BILATERAL;4,0
MOV;2024,0;1,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2024,0;1,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;2,0
MOV;2024,0;1,0;EXCISÃO TIPO 3 DO COLO UTERINO;3,0
MOV;2024,0;1,0;EXERESE DE GLÂNDULA DE BARTHOLIN / SKENE;1,0
MOV;2024,0;1,0;HISTERECTOMIA TOTAL;2,0
MOV;2024,0;1,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;24,0
MOV;2024,0;1,0;LAQUEADURA TUBARIA;18,0
MOV;2024,0;1,0;MIOMECTOMIA;1,0
MOV;2024,0;1,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2024,0;1,0;OPERAÇÃO CESARIANA;51,0
MOV;2024,0;1,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;10,0
MOV;2024,0;1,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;27,0
MOV;2024,0;1,0;PARTO NORMAL;151,0
MOV;2024,0;1,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
MOV;2024,0;1,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;9,0
MOV;2024,0;1,0;SALPINGECTOMIA UNI / BILATERAL;3,0
MOV;2024,0;1,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;3,0
MOV;2024,0;1,0;SALPINGOPLASTIA;2,0
MOV;2024,0;2,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
MOV;2024,0;2,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2024,0;2,0;EXCISÃO TIPO 3 DO COLO UTERINO;2,0
MOV;2024,0;2,0;EXERESE DE GLÂNDULA DE BARTHOLIN / SKENE;1,0
MOV;2024,0;2,0;HISTERECTOMIA (POR VIA VAGINAL);4,0
MOV;2024,0;2,0;HISTERECTOMIA TOTAL;9,0
MOV;2024,0;2,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;8,0
MOV;2024,0;2,0;LAQUEADURA TUBARIA;19,0
MOV;2024,0;2,0;MIOMECTOMIA;1,0
MOV;2024,0;2,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2024,0;2,0;OPERAÇÃO CESARIANA;52,0
MOV;2024,0;2,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
MOV;2024,0;2,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;32,0
MOV;2024,0;2,0;PARTO NORMAL;175,0
MOV;2024,0;2,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;15,0
MOV;2024,0;2,0;SALPINGECTOMIA UNI / BILATERAL;4,0
MOV;2024,0;2,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2024,0;3,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2024,0;3,0;COLPOCLEISE (CIRURGIA DE LE FORT);2,0
MOV;2024,0;3,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
MOV;2024,0;3,0;EXCISÃO TIPO 3 DO COLO UTERINO;3,0
MOV;2024,0;3,0;HISTERECTOMIA (POR VIA VAGINAL);3,0
MOV;2024,0;3,0;HISTERECTOMIA TOTAL;8,0
MOV;2024,0;3,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;5,0
MOV;2024,0;3,0;LAQUEADURA TUBARIA;13,0
MOV;2024,0;3,0;MIOMECTOMIA;1,0
MOV;2024,0;3,0;OPERAÇÃO CESARIANA;63,0
MOV;2024,0;3,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;26,0
MOV;2024,0;3,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;30,0
MOV;2024,0;3,0;PARTO NORMAL;178,0
MOV;2024,0;3,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;17,0
MOV;2024,0;3,0;SALPINGECTOMIA UNI / BILATERAL;4,0
MOV;2024,0;3,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2024,0;3,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2024,0;4,0;CERCLAGEM DE COLO DO UTERO;1,0
MOV;2024,0;4,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
MOV;2024,0;4,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2024,0;4,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2024,0;4,0;EXCISÃO TIPO 3 DO COLO UTERINO;6,0
MOV;2024,0;4,0;HISTERECTOMIA (POR VIA VAGINAL);5,0
MOV;2024,0;4,0;HISTERECTOMIA TOTAL;15,0
MOV;2024,0;4,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;10,0
MOV;2024,0;4,0;LAQUEADURA TUBARIA;17,0
MOV;2024,0;4,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2024,0;4,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2024,0;4,0;OPERAÇÃO CESARIANA;47,0
MOV;2024,0;4,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;12,0
MOV;2024,0;4,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;37,0
MOV;2024,0;4,0;PARTO NORMAL;154,0
MOV;2024,0;4,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;16,0
MOV;2024,0;4,0;SALPINGECTOMIA UNI / BILATERAL;4,0
MOV;2024,0;4,0;SALPINGOPLASTIA VIDEOLAPAROSCOPICA;1,0
MOV;2024,0;5,0;COLPOCLEISE (CIRURGIA DE LE FORT);2,0
MOV;2024,0;5,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2024,0;5,0;COLPOPERINEOPLASTIA POSTERIOR;1,0
MOV;2024,0;5,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2024,0;5,0;EXCISÃO TIPO 3 DO COLO UTERINO;4,0
MOV;2024,0;5,0;HISTERECTOMIA (POR VIA VAGINAL);2,0
MOV;2024,0;5,0;HISTERECTOMIA TOTAL;11,0
MOV;2024,0;5,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;19,0
MOV;2024,0;5,0;LAQUEADURA TUBARIA;14,0
MOV;2024,0;5,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;5,0
MOV;2024,0;5,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2024,0;5,0;OPERAÇÃO CESARIANA;57,0
MOV;2024,0;5,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;22,0
MOV;2024,0;5,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;37,0
MOV;2024,0;5,0;PARTO NORMAL;160,0
MOV;2024,0;5,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;7,0
MOV;2024,0;5,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2024,0;5,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2024,0;6,0;CERCLAGEM DE COLO DO UTERO;3,0
MOV;2024,0;6,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
MOV;2024,0;6,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2024,0;6,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2024,0;6,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
MOV;2024,0;6,0;EXCISÃO TIPO 3 DO COLO UTERINO;5,0
MOV;2024,0;6,0;HIMENOTOMIA;1,0
MOV;2024,0;6,0;HISTERECTOMIA TOTAL;8,0
MOV;2024,0;6,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2024,0;6,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;34,0
MOV;2024,0;6,0;LAQUEADURA TUBARIA;15,0
MOV;2024,0;6,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;10,0
MOV;2024,0;6,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2024,0;6,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2024,0;6,0;OPERAÇÃO CESARIANA;42,0
MOV;2024,0;6,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;17,0
MOV;2024,0;6,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;40,0
MOV;2024,0;6,0;PARTO NORMAL;134,0
MOV;2024,0;6,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;20,0
MOV;2024,0;7,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2024,0;7,0;EXCISÃO TIPO 3 DO COLO UTERINO;5,0
MOV;2024,0;7,0;HISTERECTOMIA TOTAL;3,0
MOV;2024,0;7,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2024,0;7,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;27,0
MOV;2024,0;7,0;LAQUEADURA TUBARIA;14,0
MOV;2024,0;7,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;4,0
MOV;2024,0;7,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2024,0;7,0;OPERAÇÃO CESARIANA;41,0
MOV;2024,0;7,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;15,0
MOV;2024,0;7,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;34,0
MOV;2024,0;7,0;PARTO NORMAL;145,0
MOV;2024,0;7,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;13,0
MOV;2024,0;7,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2024,0;8,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2024,0;8,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2024,0;8,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2024,0;8,0;EXCISÃO TIPO 3 DO COLO UTERINO;4,0
MOV;2024,0;8,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
MOV;2024,0;8,0;HISTERECTOMIA TOTAL;13,0
MOV;2024,0;8,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;2,0
MOV;2024,0;8,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;27,0
MOV;2024,0;8,0;LAQUEADURA TUBARIA;4,0
MOV;2024,0;8,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;10,0
MOV;2024,0;8,0;MIOMECTOMIA;5,0
MOV;2024,0;8,0;OPERAÇÃO CESARIANA;53,0
MOV;2024,0;8,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;18,0
MOV;2024,0;8,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;31,0
MOV;2024,0;8,0;PARTO NORMAL;139,0
MOV;2024,0;8,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;13,0
MOV;2024,0;8,0;SALPINGECTOMIA UNI / BILATERAL;3,0
MOV;2024,0;8,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2024,0;9,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2024,0;9,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
MOV;2024,0;9,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
MOV;2024,0;9,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2024,0;9,0;EXCISÃO TIPO 3 DO COLO UTERINO;7,0
MOV;2024,0;9,0;HISTERECTOMIA (POR VIA VAGINAL);5,0
MOV;2024,0;9,0;HISTERECTOMIA TOTAL;15,0
MOV;2024,0;9,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;2,0
MOV;2024,0;9,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;18,0
MOV;2024,0;9,0;LAQUEADURA TUBARIA;10,0
MOV;2024,0;9,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;21,0
MOV;2024,0;9,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2024,0;9,0;MIOMECTOMIA;2,0
MOV;2024,0;9,0;OPERAÇÃO CESARIANA;50,0
MOV;2024,0;9,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;18,0
MOV;2024,0;9,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;39,0
MOV;2024,0;9,0;PARTO NORMAL;145,0
MOV;2024,0;9,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;16,0
MOV;2024,0;9,0;SALPINGECTOMIA UNI / BILATERAL;4,0
MOV;2024,0;9,0;SALPINGOPLASTIA;1,0
MOV;2024,0;9,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2024,0;10,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;4,0
MOV;2024,0;10,0;EXCISÃO TIPO 3 DO COLO UTERINO;8,0
MOV;2024,0;10,0;EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO);1,0
MOV;2024,0;10,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;13,0
MOV;2024,0;10,0;LAQUEADURA TUBARIA;4,0
MOV;2024,0;10,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;18,0
MOV;2024,0;10,0;OPERAÇÃO CESARIANA;44,0
MOV;2024,0;10,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;22,0
MOV;2024,0;10,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;43,0
MOV;2024,0;10,0;PARTO NORMAL;127,0
MOV;2024,0;10,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;18,0
MOV;2024,0;10,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2024,0;11,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2024,0;11,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2024,0;11,0;EXCISÃO TIPO 3 DO COLO UTERINO;9,0
MOV;2024,0;11,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
MOV;2024,0;11,0;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);1,0
MOV;2024,0;11,0;HISTERECTOMIA TOTAL;3,0
MOV;2024,0;11,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;20,0
MOV;2024,0;11,0;LAQUEADURA TUBARIA;1,0
MOV;2024,0;11,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;9,0
MOV;2024,0;11,0;MIOMECTOMIA;1,0
MOV;2024,0;11,0;OPERAÇÃO CESARIANA;39,0
MOV;2024,0;11,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;11,0
MOV;2024,0;11,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;32,0
MOV;2024,0;11,0;PARTO NORMAL;123,0
MOV;2024,0;11,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;11,0
MOV;2024,0;12,0;CERCLAGEM DE COLO DO UTERO;3,0
MOV;2024,0;12,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2024,0;12,0;EXCISÃO TIPO 3 DO COLO UTERINO;2,0
MOV;2024,0;12,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
MOV;2024,0;12,0;HISTERECTOMIA TOTAL;3,0
MOV;2024,0;12,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;2,0
MOV;2024,0;12,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;12,0
MOV;2024,0;12,0;LAQUEADURA TUBARIA;2,0
MOV;2024,0;12,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;9,0
MOV;2024,0;12,0;MIOMECTOMIA;1,0
MOV;2024,0;12,0;OPERAÇÃO CESARIANA;48,0
MOV;2024,0;12,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;25,0
MOV;2024,0;12,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;24,0
MOV;2024,0;12,0;PARTO NORMAL;119,0
MOV;2024,0;12,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;19,0
MOV;2024,0;12,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2025,0;1,0;CERCLAGEM DE COLO DO UTERO;2,0
MOV;2025,0;1,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;1,0
MOV;2025,0;1,0;EXCISÃO TIPO 3 DO COLO UTERINO;1,0
MOV;2025,0;1,0;HISTERECTOMIA TOTAL;2,0
MOV;2025,0;1,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;4,0
MOV;2025,0;1,0;LAQUEADURA TUBARIA;2,0
MOV;2025,0;1,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;13,0
MOV;2025,0;1,0;MIOMECTOMIA;2,0
MOV;2025,0;1,0;OPERAÇÃO CESARIANA;44,0
MOV;2025,0;1,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;7,0
MOV;2025,0;1,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;55,0
MOV;2025,0;1,0;PARTO NORMAL;168,0
MOV;2025,0;1,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;8,0
MOV;2025,0;1,0;SALPINGECTOMIA UNI / BILATERAL;3,0
MOV;2025,0;1,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;1,0
MOV;2025,0;2,0;CERCLAGEM DE COLO DO UTERO;1,0
MOV;2025,0;2,0;COLPOCLEISE (CIRURGIA DE LE FORT);1,0
MOV;2025,0;2,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;1,0
MOV;2025,0;2,0;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;2,0
MOV;2025,0;2,0;CURETAGEM UTERINA EM MOLA HIDATIFORME;1,0
MOV;2025,0;2,0;EXCISÃO TIPO 3 DO COLO UTERINO;2,0
MOV;2025,0;2,0;HISTERECTOMIA (POR VIA VAGINAL);1,0
MOV;2025,0;2,0;HISTERECTOMIA TOTAL;9,0
MOV;2025,0;2,0;HISTERECTOMIA VIDEOLAPAROSCOPICA;2,0
MOV;2025,0;2,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;16,0
MOV;2025,0;2,0;LAQUEADURA TUBARIA;1,0
MOV;2025,0;2,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;16,0
MOV;2025,0;2,0;MIOMECTOMIA;4,0
MOV;2025,0;2,0;OOFORECTOMIA / OOFOROPLASTIA;1,0
MOV;2025,0;2,0;OPERAÇÃO CESARIANA;33,0
MOV;2025,0;2,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;11,0
MOV;2025,0;2,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;47,0
MOV;2025,0;2,0;PARTO NORMAL;135,0
MOV;2025,0;2,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;18,0
MOV;2025,0;2,0;SALPINGECTOMIA UNI / BILATERAL;1,0
MOV;2025,0;3,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;2,0
MOV;2025,0;3,0;DILATACAO DE COLO DO UTERO;1,0
MOV;2025,0;3,0;EXCISÃO TIPO 3 DO COLO UTERINO;5,0
MOV;2025,0;3,0;HISTERECTOMIA (POR VIA VAGINAL);4,0
MOV;2025,0;3,0;HISTERECTOMIA TOTAL;12,0
MOV;2025,0;3,0;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;22,0
MOV;2025,0;3,0;LAQUEADURA TUBARIA;4,0
MOV;2025,0;3,0;LAQUEADURA TUBÁRIA NA MESMA INTERNAÇÃO DE PARTO NORMAL;21,0
MOV;2025,0;3,0;MARSUPIALIZACAO DE GLÂNDULA DE BARTOLIN;1,0
MOV;2025,0;3,0;OPERAÇÃO CESARIANA;43,0
MOV;2025,0;3,0;OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA;20,0
MOV;2025,0;3,0;OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO;50,0
MOV;2025,0;3,0;PARTO NORMAL;167,0
MOV;2025,0;3,0;PARTO NORMAL EM CENTRO DE PARTO NORMAL (CPN);1,0
MOV;2025,0;3,0;PARTO NORMAL EM GESTAÇÃO DE ALTO RISCO;15,0
MOV;2025,0;3,0;SALPINGECTOMIA VIDEOLAPAROSCOPICA;3,0
MOV;2025,0;3,0;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;1,0
MOV;2025,0;4,0;CERCLAGEM DE COLO DO UTERO;1,0
MOV;2025,0;4,0;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;6,0
MOV;2025,0;4,0;EXCISÃO TIPO 3 DO COLO UTERINO;4,0
MOV;2025,0;4,0;HISTERECTOMIA (POR VIA VAGINAL);9,0
MOV;2025,0;4,0;HISTERECTOMIA TOTAL;7,0
